product_category,product_name,github_link,sample_language
Security,Model Armor,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/model-armor/snippets/updateTemplateLabels.js,JavaScript
App development,Cloud Scheduler,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/scheduler/createJob.js,JavaScript
Security,Secret Manager,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/secret-manager/createSecret.js,JavaScript
Security,Secret Manager,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/secret-manager/destroySecretVersion.js,JavaScript
Security,Security Command Center,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/security-center/snippets/v2/updateNotificationConfig.js,JavaScript
Compute,App Engine,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/appengine/flexible/datastore/app.php,PHP
Data analytics and pipelines,BigQuery,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/bigquery/api/src/delete_table.php,PHP
Databases,Firestore,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/firestore/src/query_filter_array_contains.php,PHP
Networking,Media CDN,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/media/videostitcher/src/get_vod_stitch_detail.php,PHP
Networking,Media CDN,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/media/videostitcher/src/update_slate.php,PHP
Security,Cloud KMS,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/parametermanager/src/create_param_with_kms_key.php,PHP
Security,Secret Manager,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/parametermanager/src/create_structured_param.php,PHP
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/pubsub/api/src/create_topic.php,PHP
Compute,Cloud Run,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/run/helloworld/index.php,PHP
Databases,Spanner,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/spanner/src/add_column.php,PHP
Databases,Spanner,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/spanner/src/add_timestamp_column.php,PHP
Databases,Spanner,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/spanner/src/query_data_with_timestamp_column.php,PHP
Databases,Spanner,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/spanner/src/write_read_with_dml.php,PHP
Storage,Cloud Storage,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/storage/src/list_hmac_keys.php,PHP
Storage,Cloud Storage,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/storage/src/upload_object_v4_signed_url.php,PHP
AI and ML,Speech-to-Text,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/texttospeech/src/synthesize_text.php,PHP
Compute,App Engine,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/appengine/standard/ndb/async/shopping_cart.py,Python
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/appengine/standard_python3/pubsub/main.py,Python
AI and ML,Vertex AI,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/automl/snippets/vision_object_detection_create_dataset.py,Python
Compute,Compute Engine,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/compute/client_library/snippets/instances/ip_address/get_vm_address.py,Python
AI and ML,Vertex AI,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/genai/image_generation/imggen_product_background_mask_with_txt_img.py,Python
AI and ML,Vertex AI,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/generative_ai/model_tuning/pretrained_textgen_example.py,Python
Security,Identity and Access Management (IAM),https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/iam/cloud-client/snippets/get_deny_policy.py,Python
AI and ML,Speech-to-Text,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/speech/snippets/adaptation_v2_custom_class_reference.py,Python
Storage,Storage Transfer Service,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/storagetransfer/aws_request.py,Python
Compute,VMware Engine,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/vmwareengine/cloud-client/delete_legacy_network.py,Python
Databases,Cloud SQL,https://github.com/GoogleCloudPlatform/ruby-docs-samples/blob/main/appengine/rails-cloudsql-mysql/config/routes.rb,Ruby
Compute,Google Kubernetes Engine (GKE),https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/v1.2/nodejs/containerengine/bonus/frontend/gcp/datastore.js,JavaScript
App development,Cloud Debugger,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/v1.2/nodejs/stackdriver-debug-errorreporting/start/quiz-app/gcp/cloudstorage.js,JavaScript
Observability and monitoring,Profiler,https://github.com/googleapis/cloud-profiler-nodejs/blob/main/samples/app.js,JavaScript
AI and ML,Cloud TPU,https://github.com/googleapis/gapic-generator-ruby/blob/main/shared/output/cloud/speech_v1/snippets/adaptation/create_custom_class_basic.rb,Ruby
Security,Cloud Asset Inventory,https://github.com/googleapis/google-cloud-ruby/blob/main/google-cloud-asset/samples/quickstart.rb,Ruby
Databases,Firestore,https://github.com/googleapis/google-cloud-ruby/blob/main/google-cloud-firestore/samples/add_data.rb,Ruby
Databases,Firestore,https://github.com/googleapis/google-cloud-ruby/blob/main/google-cloud-firestore/samples/paginate_data.rb,Ruby
Observability and monitoring,Logging,https://github.com/googleapis/google-cloud-ruby/blob/main/google-cloud-logging/samples/quickstart.rb,Ruby
Security,Secret Manager,https://github.com/googleapis/google-cloud-ruby/blob/main/google-cloud-parameter_manager/samples/get_regional_param_version.rb,Ruby
Storage,Cloud Storage,https://github.com/googleapis/google-cloud-ruby/blob/main/google-cloud-storage/samples/storage_disable_requester_pays.rb,Ruby
Storage,Cloud Storage,https://github.com/googleapis/google-cloud-ruby/blob/main/google-cloud-storage/samples/storage_download_file_into_memory.rb,Ruby
Storage,Cloud Storage,https://github.com/googleapis/google-cloud-ruby/blob/main/google-cloud-storage/samples/storage_set_object_retention_policy.rb,Ruby
Networking,Media CDN,https://github.com/googleapis/google-cloud-ruby/blob/main/google-cloud-video-stitcher/samples/list_slates.rb,Ruby
Databases,Firestore,https://github.com/googleapis/java-datastore/blob/main/samples/snippets/src/main/java/com/example/datastore/aggregation/AvgAggregationWithLimit.java,Java
Storage,Cloud Storage,https://github.com/googleapis/java-storage/blob/main/samples/snippets/src/main/java/com/example/storage/control/v2/AnywhereCacheList.java,Java
Storage,Cloud Storage,https://github.com/googleapis/java-storage/blob/main/samples/snippets/src/main/java/com/example/storage/transfermanager/AllowDivideAndConquerDownload.java,Java
App development,Pub/Sub,https://github.com/googleapis/nodejs-pubsub/blob/main/samples/typescript/commitProtoSchema.ts,JavaScript
App development,Pub/Sub,https://github.com/googleapis/nodejs-pubsub/blob/main/samples/updateTopicIngestionType.js,JavaScript
Data analytics and pipelines,BigQuery,https://github.com/googleapis/python-bigquery/blob/main/samples/snippets/label_job.py,Python
Data analytics and pipelines,BigQuery,https://github.com/googleapis/python-bigquery/blob/main/samples/snippets/natality_tutorial.py,Python
Databases,Spanner,https://github.com/googleapis/python-spanner/blob/main/samples/samples/backup_schedule_samples.py,Python
Databases,Spanner,https://github.com/googleapis/python-spanner/blob/main/samples/samples/snippets.py,Python
Storage,Cloud Storage,https://github.com/googleapis/python-storage/blob/main/samples/snippets/storage_generate_signed_url_v2.py,Python
Databases,Cloud SQL,https://github.com/terraform-google-modules/terraform-docs-samples/blob/main/cloud_sql/instance_ha/main.tf,Terraform
Compute,Google Kubernetes Engine (GKE),https://github.com/terraform-google-modules/terraform-docs-samples/blob/main/gke/standard/zonal/dws/main.tf,Terraform
Compute,Cloud Run,https://github.com/terraform-google-modules/terraform-docs-samples/blob/main/run/healthchecks_liveness_probe_http/main.tf,Terraform
Compute,Anthos,https://github.com/GoogleCloudPlatform/anthos-samples/blob/main/anthos-bm-openstack-terraform/variables.tf,Terraform
Security,Sensitive Data Protection,https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/dlp/api/Snippets/DeidentifyWithTimeExtraction.cs,C#
Security,Sensitive Data Protection,https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/dlp/api/Snippets/InspectGoogleCloudStorage.cs,C#
Security,Identity-Aware Proxy (IAP),https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/identity-aware-proxy/IAPClient/IAPClient.cs,C#
Security,Cloud KMS,https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/kms/api/Kms.Samples/CreateKeyMac.cs,C#
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/pubsub/api/Pubsub.Samples/CreateTopicWithKinesisIngestion.cs,C#
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/pubsub/api/Pubsub.Samples/RollbackSchema.cs,C#
Security,Secret Manager,https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/secretmanager/api/SecretManager.Samples/DeleteRegionalSecretWithEtag.cs,C#
Databases,Spanner,https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/spanner/api/Spanner.Samples/QuerySampleDataAsync.cs,C#
Compute,App Engine,https://github.com/GoogleCloudPlatform/getting-started-java/blob/main/appengine-standard-java8/helloworld-gae-javasdk-tools/src/test/java/com/example/appengine/java8/HelloAppEngineTest.java,Java
Observability and monitoring,Logging,https://github.com/GoogleCloudPlatform/getting-started-java/blob/main/bookshelf-standard/5-logging/src/main/java/com/example/getstarted/basicactions/CreateBookServlet.java,Java
Other,Python,https://github.com/GoogleCloudPlatform/getting-started-python/blob/main/background/function/main.py,Python
Compute,Batch,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/asset/quickstart/batch-get-assets-history/main.go,Go
AI and ML,Vertex AI,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/automl/model_undeploy.go,Go
Data analytics and pipelines,BigQuery,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/bigquery/snippets/job/bigquery_get_job.go,Go
Data analytics and pipelines,BigQuery,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/bigquery/snippets/loadingdata/bigquery_load_table_gcs_csv.go,Go
Data analytics and pipelines,BigQuery,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/bigquery/snippets/routine/bigquery_update_routine.go,Go
Compute,Compute Engine,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/compute/disks/create_hyperdisk_from_pool.go,Go
Compute,Compute Engine,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/compute/instances/create-manage-windows-instances/create_firewall_rule_for_windows_activation_host.go,Go
Compute,Compute Engine,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/compute/instances/suspend-resume/suspend.go,Go
Databases,Firestore,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/firestore/save_data_set_id_specified.go,Go
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/jobs/v3/howto/commute_search_sample.go,Go
Security,Cloud KMS,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/kms/update_key_remove_labels.go,Go
Security,Secret Manager,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/secretmanager/delete_secret.go,Go
Security,Security Command Center,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/securitycenter/findings/create_source.go,Go
Security,Security Command Center,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/securitycenter/management_api/list_effective_security_health_analytics_custom_module.go,Go
Security,Cloud Asset Inventory,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/securitycenter/settings/enable_asset_discovery.go,Go
Databases,Spanner,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/spanner/spanner_snippets/spanner/spanner_create_index.go,Go
Compute,Batch,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/spanner/spanner_snippets/spanner/spanner_dml_batch_update_request_priority.go,Go
Storage,Cloud Storage,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/storage/acl/add_file_owner.go,Go
Storage,Cloud Storage,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/storage/buckets/add_bucket_label.go,Go
AI and ML,Vertex AI,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/vertexai/stream-multimodality-basic/streammultimodalitybasic.go,Go
App development,Workflows,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/workflows/executions/execute_workflow_with_arguments.go,Go
Compute,App Engine,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/appengine-java11/guestbook-cloud-firestore/src/main/java/com/example/guestbook/Guestbook.java,Java
Databases,Cloud SQL,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/cloud-sql/mysql/client-side-encryption/src/main/java/cloudsql/tink/EncryptAndInsertData.java,Java
Compute,Compute Engine,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/compute/cloud-client/src/main/java/compute/disks/AttachDisk.java,Java
Compute,Compute Engine,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/compute/cloud-client/src/main/java/compute/disks/consistencygroup/CreateConsistencyGroup.java,Java
App development,Artifact Analysis,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/container-registry/container-analysis/src/main/java/com/example/containeranalysis/GetNote.java,Java
Industry solutions,Healthcare Data Engine,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/healthcare/v1/src/main/java/snippets/healthcare/fhir/FhirStoreGetIamPolicy.java,Java
Networking,Cloud CDN,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/media/stitcher/src/main/java/com/example/stitcher/GetCdnKey.java,Java
Networking,Media CDN,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/media/transcoder/src/main/java/com/example/transcoder/DeleteJob.java,Java
Security,reCAPTCHA,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/recaptcha_enterprise/snippets/src/main/java/recaptcha/DeleteSiteKey.java,Java
Compute,Cloud Run,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/run/idp-sql/src/main/java/com/example/cloudrun/VoteController.java,Java
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/run/image-processing/src/main/java/com/example/cloudrun/PubSubController.java,Java
Security,Security Command Center,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/security-command-center/snippets/src/main/java/vtwo/marks/DeleteAndUpdateMarks.java,Java
Databases,Spanner,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/spanner/opencensus/src/main/java/com/example/spanner/opencensus/CaptureQueryStatsMetric.java,Java
AI and ML,Speech-to-Text,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/texttospeech/beta/src/main/java/com/example/texttospeech/QuickstartSample.java,Java
Compute,Google Kubernetes Engine (GKE),https://github.com/GoogleCloudPlatform/kubernetes-engine-samples/blob/main/databases/redis-spotahome/terraform/modules/cluster-autopilot/main.tf,Terraform
AI and ML,Natural Language API,https://github.com/GoogleCloudPlatform/kubernetes-engine-samples/blob/main/quickstarts/languages/dotnet/Program.cs,C#
AI and ML,Vertex AI,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/ai-platform/snippets/imagen-get-short-form-image-responses.js,JavaScript
AI and ML,Vertex AI,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/ai-platform/snippets/upload-model.js,JavaScript
AI and ML,Vertex AI,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/automl/beta/get-operation-status.js,JavaScript
Compute,Compute Engine,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/compute/instances/preventing-accidental-vm-deletion/setDeleteProtection.js,JavaScript
AI and ML,Contact Center AI,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/contact-center-insights/setProjectTtl.js,JavaScript
Security,Sensitive Data Protection,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/dlp/reidentifyWithDeterministic.js,JavaScript
App development,Endpoints,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/endpoints/getting-started/app.js,JavaScript
Industry solutions,Healthcare Data Engine,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/healthcare/fhir/getFhirResourceHistory.js,JavaScript
Industry solutions,Healthcare Data Engine,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/healthcare/fhir/updateFhirResource.js,JavaScript
Security,Cloud KMS,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/kms/updateKeyUpdateLabels.js,JavaScript
Security,Secret Manager,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/secret-manager/createUpdateSecretLabel.js,JavaScript
Security,Secret Manager,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/secret-manager/regional_samples/createRegionalSecretWithAnnotations.js,JavaScript
Security,Security Command Center,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/security-center/snippets/v2/receiveNotifications.js,JavaScript
AI and ML,Speech-to-Text,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/speech/betaFeatures.js,JavaScript
Storage,Storage Transfer Service,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/storagetransfer/manifest-request.js,JavaScript
AI and ML,Vertex AI Vision,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/vision/productSearch/getSimilarProductsGcs.js,JavaScript
Data analytics and pipelines,BigQuery,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/bigquery/api/src/extract_table.php,PHP
Databases,Bigtable,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/bigtable/src/delete_app_profile.php,PHP
Databases,Firestore,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/datastore/api/src/ascending_sort.php,PHP
Databases,Firestore,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/firestore/src/data_set_doc_upsert.php,PHP
Databases,Firestore,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/firestore/src/data_set_field.php,PHP
Security,Secret Manager,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/parametermanager/src/get_regional_param_version.php,PHP
Databases,Spanner,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/spanner/src/admin/archived/pg_order_nulls.php,PHP
Storage,Cloud Storage,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/storage/src/list_objects_with_prefix.php,PHP
Data analytics and pipelines,Cloud Composer,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/composer/airflow_1_samples/airflow_db_cleanup.py,Python
Data analytics and pipelines,Cloud Composer,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/composer/airflow_1_samples/relationship_child.py,Python
Compute,Compute Engine,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/compute/client_library/snippets/instances/custom_machine_types/create_without_helper.py,Python
Compute,Compute Engine,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/compute/client_library/snippets/instances/start.py,Python
Compute,Compute Engine,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/compute/client_library/snippets/instances/stop.py,Python
Compute,Compute Engine,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/compute/client_library/snippets/snapshots/schedule_update.py,Python
AI and ML,DocAI,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/contentwarehouse/snippets/create_document_sample.py,Python
AI and ML,DocAI,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/contentwarehouse/snippets/fetch_acl_sample.py,Python
Security,Sensitive Data Protection,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/dlp/snippets/Custom_Infotype/inspect_string_omit_overlap.py,Python
Security,Sensitive Data Protection,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/dlp/snippets/Deidentify/deidentify_fpe.py,Python
Security,Sensitive Data Protection,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/dlp/snippets/Inspect/inspect_send_data_to_hybrid_job_trigger.py,Python
Compute,Cloud Functions,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/functions/bigtable/main.py,Python
AI and ML,Vertex AI,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/genai/tuning/tuning_with_checkpoints_list_checkpoints.py,Python
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/jobs/v3/api_client/commute_search_sample.py,Python
Security,Cloud KMS,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/kms/snippets/update_key_update_labels.py,Python
Compute,Cloud Run,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/run/hello-broken/main.py,Python
Compute,Cloud Run,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/run/markdown-preview/editor/main.py,Python
Compute,Cloud Run,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/run/system-package/main.py,Python
Compute,Batch,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/talent/job_search_batch_update_jobs.py,Python
AI and ML,Translation,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/translate/samples/snippets/translate_v3_batch_translate_text_with_glossary.py,Python
Networking,Media CDN,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/video/live-stream/get_channel.py,Python
Compute,App Engine,https://github.com/GoogleCloudPlatform/ruby-docs-samples/blob/main/appengine/flexible/ruby31-and-earlier/datastore/app.rb,Ruby
Databases,Cloud SQL,https://github.com/GoogleCloudPlatform/ruby-docs-samples/blob/main/cloud-sql/postgres/activerecord/app/controllers/votes_controller.rb,Ruby
Databases,Spanner,https://github.com/GoogleCloudPlatform/ruby-docs-samples/blob/main/spanner/spanner_postgresql_partitioned_dml.rb,Ruby
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/nodejs/cloudendpoints/start/endpoint/quiz-api/gcp/pubsub.js,JavaScript
AI and ML,Natural Language API,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/nodejs/pubsub-languageapi-spanner/bonus/server/gcp/pubsub.js,JavaScript
App development,Endpoints,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/v1.3/nodejs/cloudendpoints/end/server/gcp/datastore.js,JavaScript
App development,Cloud Debugger,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/v1.3/nodejs/stackdriver-debug-errorreporting/bonus/quiz-app/gcp/cloudstorage.js,JavaScript
Security,Secret Manager,https://github.com/googleapis/google-cloud-ruby/blob/main/google-cloud-parameter_manager/samples/delete_regional_param_version.rb,Ruby
App development,Pub/Sub,https://github.com/googleapis/google-cloud-ruby/blob/main/google-cloud-pubsub/samples/pubsub_create_pull_subscription.rb,Ruby
Data analytics and pipelines,BigQuery,https://github.com/googleapis/java-bigquery/blob/main/samples/snippets/src/main/java/com/example/bigquery/CreateTableWithoutSchema.java,Java
Data analytics and pipelines,BigQuery,https://github.com/googleapis/java-bigquery/blob/main/samples/snippets/src/main/java/com/example/bigquery/QueryWithTimestampParameters.java,Java
Databases,Firestore,https://github.com/googleapis/java-datastore/blob/main/samples/snippets/src/main/java/com/example/datastore/aggregation/CountAggregationWithLimit.java,Java
App development,Pub/Sub,https://github.com/googleapis/java-pubsublite/blob/main/samples/snippets/src/main/java/pubsublite/ListReservationsExample.java,Java
Storage,Cloud Storage,https://github.com/googleapis/java-storage/blob/main/samples/snippets/src/main/java/com/example/storage/object/SetTemporaryHold.java,Java
Data analytics and pipelines,BigQuery,https://github.com/googleapis/nodejs-bigquery/blob/main/samples/queryDisableCache.js,JavaScript
Data analytics and pipelines,BigQuery,https://github.com/googleapis/nodejs-bigquery/blob/main/samples/removeTableClustering.js,JavaScript
